"שם מוצר","מק""ט",כמות,"יחידת מידה","האם מגיע במארז","צורת מארז","יחידת מידה במארז","מספר פריטים במארז",קטגוריה,ספק,"מחיר מחירון","אחוז הנחה",פיקדון,מיסים,"מוצר חייב במע""מ","צורת ספירת מלאי","ברקוד יצרן","הגבלת כמות להזמנה"
"שקית נייר 38.5*17*32 take away קריספי",720035336,900,יחידות,לא,,,,"חד פעמי ואריזות","קי.אי.אם שירותי סחר בע״מ",0.9,0,0,,כן,שקיל,,0
"מיונז -5ק״ג gaya הולנדי",729001965774,5,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",68,0,0,,כן,מוצר,,
"שמנת מתוקה 5 ליטר 33% - קירור",66810,5,ליטר,לא,,,,"מוצרי חלב וגבינות","בני מאלק סוידאן בעמ",120,0,0,,כן,מוצר,,
"חרדל צהוב גלון 3.79 ק״ג",11402379,3.79,"ק""ג",לא,,,,רטבים,"מנטור פוד בעמ",64,0,0,,כן,מוצר,,
"מיונז קולינרי ונטורה גלון-  ניצ",26700192777,5,"ק""ג",לא,,,,רטבים,"מנטור פוד בעמ",50.85,0,0,,כן,מוצר,,
"פטריות מילוי לבן",240,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",35,0,0,,כן,מוצר,,
"פטריות א.ת",242,1,"ק""ג",לא,,,,"ירקות פירות ועשבי תיבול","י.ס פירות וירקות",25,0,0,,כן,מוצר,,
"חומץ תפוחים 750 מ״ל",50611,0.75,ליטר,לא,,,1,"יבשים וקונדיטוריה","בני מאלק סוידאן בעמ",11,0,0,0,כן,מוצר,,
"טחינה גולמית 17 ק״ג מנטור פוד",7290116630311,17,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",275,0,0,0,כן,מוצר,,
"אמריקן ווסט קטשופ פאוץ 12.93 ק",12701003,12.93,"ק""ג",לא,,,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",119,0,0,0,כן,מוצר,,
"כמון טחון 1 ק״ג - נווה",100135,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",36,0,0,,כן,שקיל,,
"סומק טחון בלדי 1 ק״ג - נווה",100148,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",38.14,0,0,,כן,שקיל,,
"עמבה דלי 5 ק״ג",190752,5,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",26,0,0,,כן,שקיל,,
"פלפל שחור טחון 1 ק״ג - נווה",100167,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",46,0,0,,כן,שקיל,,
"פפריקה מתוקה 1 ק״ג - נווה",100176,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",23.93,0,0,,כן,שקיל,,
"שום כתוש 3 ק״ג - שמש",7290013266590,3,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",39,0,0,,כן,שקיל,,
"פרורי לחם מוזהב 10 ק״ג אסם",28427,10,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",90,0,0,,כן,מארז,,
"שומשום לבן 5 ק״ג שוקחה",1509216,5,"ק""ג",כן,שקית,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",76.47,0,0,,כן,שקיל,,
"שקד מולבן פרוס 1 ק״ג",14128,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",51.76,0,0,,כן,שקיל,,
"קטשופ פאוץ 13 ק״ג הלמנס",22659,13,"ק""ג",כן,מארז,יחידות,1,"יבשים וקונדיטוריה","מנטור פוד בעמ",130,0,0,,כן,שקיל,,
"רוטב סריראצ׳ה סופר חריף 455 מ״ל",2819,1,יחידות,לא,,,,"יבשים וקונדיטוריה","מנטור פוד בעמ",15.88,0,0,,כן,מוצר,,
"קרפצ׳יו (מכירה)",123-1,1,"ק""ג",לא,,,,בשר,"קריספי בי אנד סי בע״מ",65,0,0,,כן,מוצר,,
"איולי חרדל (מכירה)",123-2,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",18.8,0,0,,כן,שקיל,,
"איולי פסטו (מכירה)",123-3,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",17.5,0,0,,כן,מוצר,,
"איולי צ׳יפוטלה (מכירה)",123-4,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",18.1,0,0,,כן,מוצר,,
"אסאדו (מכירה)",123-5,1,"ק""ג",לא,,,,בשר,"קריספי בי אנד סי בע״מ",96,0,0,,כן,שקיל,,
"בוטנים מטוגנים (מכירה)",123-6,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",28.8,0,0,,כן,שקיל,,
"גבינת פרמזן (מכירה)",123-7,1,"ק""ג",לא,,,,"מוצרי חלב וגבינות","קריספי בי אנד סי בע״מ",75,0,0,,כן,שקיל,,
"וינגרט נענע (מכירה)",123-8,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",14,0,0,,כן,שקיל,,
"וינגרט רימונים (מכירה)",123-9,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",22.85,0,0,,כן,שקיל,,
"מעדן אווז (מכירה)",123-10,0.5,"ק""ג",לא,,,,בשר,"קריספי בי אנד סי בע״מ",52,0,0,,כן,שקיל,,
"חלפיניו (מכירה).",123-11,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",7.5,0,0,,כן,שקיל,,
"טורטיה (מכירה)",123-12,84,יחידות,לא,,,,"לחמניות ולחמים","קריספי בי אנד סי בע״מ",270,0,0,,כן,מוצר,,
"לחמניות ללא גלוטן (מכירה)",123-13,1,יחידות,לא,,,,"לחמניות ולחמים","קריספי בי אנד סי בע״מ",4.15,0,0,,כן,מוצר,,
"לימון סחוט (מכירה)",123-14,2,ליטר,לא,,,,רטבים,"קריספי בי אנד סי בע״מ",31,0,0,,כן,מוצר,,
"מטבוחה (מכירה)",123-15,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",18,0,0,,כן,שקיל,,
"מלפפון חמוץ (מכירה)",123-16,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",8.5,0,0,,כן,שקיל,,
"מרגז (מכירה)",123-17,1,"ק""ג",לא,,,,בשר,"קריספי בי אנד סי בע״מ",53,0,0,,כן,שקיל,,
"מתכון בשר (מכירה)",123-18,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",28,0,0,,כן,שקיל,,
"מתכון צ׳יקן (מכירה)",123-19,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",19.86,0,0,,כן,שקיל,,
"פוטטו (מכירה)",123-20,10,"ק""ג",לא,,,,קפואים,"קריספי בי אנד סי בע״מ",112.2,0,0,,כן,שקיל,,
"פירי פירי",123-21,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",15.95,0,0,,כן,שקיל,,
"פנצ׳טה (מכירה)",123-122,1,"ק""ג",לא,,,,בשר,"קריספי בי אנד סי בע״מ",98,0,0,,כן,שקיל,,
"פסטו (מכירה)",123-23,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",31.06,0,0,,כן,שקיל,,
"פיצפוצי אורז",123-24,10,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",195,0,0,,כן,שקיל,,
"צימצורי (מכירה)",123-25,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",14.5,0,0,,כן,שקיל,,
"צ׳יפס קריספי (מכירה)",123-36,10,"ק""ג",לא,,,,קפואים,"קריספי בי אנד סי בע״מ",144.76,0,0,,כן,שקיל,,
"צנובר (מכירה)",123-37,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",123,0,0,,כן,שקיל,,
"קובה (מכירה)",123-38,9,יחידות,לא,,,,קפואים,"קריספי בי אנד סי בע״מ",18,0,0,,כן,מוצר,,
"רוטב טרטר (מכירה)",123-39,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",19,0,0,,כן,מוצר,,
"רוטב יוגורט טחינה",123-40,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",15.95,0,0,,כן,שקיל,,
"רוטב צ׳יזיקי",123-41,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",19.2,0,0,,כן,שקיל,,
"רוטב צ׳ילי טריאקי (מכירה)",123-42,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",17.22,0,0,,כן,שקיל,,
"רוטב צ׳ילי מתוק (מכירה)",123-44,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",15.8,0,0,,כן,שקיל,,
"רוטב קריספי (מכירה)",123-45,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",10.06,0,0,,כן,שקיל,,
"רול קולאז (מכירה)",123-46,12,יחידות,לא,,,,קפואים,"קריספי בי אנד סי בע״מ",37.5,0,0,,כן,שקיל,,
"ריבת בצל (מכירה)",123-47,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",15,0,0,,כן,שקיל,,
"ריבת שרי (מכירה)",123-48,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",32,0,0,,כן,שקיל,,
"שום קונפי (מכירה)",123-49,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",29.5,0,0,,כן,שקיל,,
"שומשום קלוי (מכירה)",123-50,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",19.5,0,0,,כן,שקיל,,
"שמנת פטריות (מכירה)",123-51,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",38,0,0,,כן,שקיל,,
"שמנת פלפלת (מכירה)",123-52,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",29.5,0,0,,כן,שקיל,,
"שניצל מרינדה (מכירה)",123-53,1,"ק""ג",לא,,,,רטבים,"קריספי בי אנד סי בע״מ",17.93,0,0,,כן,שקיל,,
"שקד קלוי (מכירה)",123-54,1,"ק""ג",לא,,,,"יבשים וקונדיטוריה","קריספי בי אנד סי בע״מ",52,0,0,,כן,שקיל,,
